ARCH_frequency,mean_WT,mean_AT_min,aet_mm_syr,area,ari_ix_sav,run_mm_syr,pre_mm_syr,swc_pc_syr,cmi_ix_syr,tmp_dc_syr,ele_mt_sav,tmp_dc_smx
1.641025641,12.1663697,7.414896969487582,829.0479743055322,19.32802165595409,87.97789129819878,424.0310780672816,1008.9495276401368,77.98894564909939,-12.021066209091106,130.97789129819876,69.17207021976975,247.98790315638928
1.641025641,12.28708368,7.406886403289053,829.4751762495993,14.997156968061544,87.81825493522408,424.2805124062761,1008.6609120077042,77.90840975769274,-12.181745064775908,130.8153840955469,70.39969119170354,247.90697433785417
2,14.14638865,6.5497670119635085,871.9503830987435,1208.920115916928,95.26875727549556,451.31089983155937,1092.401542711288,81.17447457498369,-5.163353386664308,122.46272267307376,265.4496672020105,234.94396809261417
2.128205128,14.81611977,6.696190114798244,863.0224555704915,4132.064663202083,92.52698333338282,433.4497768620027,1067.9863389333534,80.12600707391461,-7.659562345761015,123.0724000703427,205.84437798993048,236.92470768347948
1.974358974,15.43698048,7.414933343697997,876.9385183037249,1199.8001080239003,91.20595928733964,445.72403344543847,1083.752208935315,79.27326290310668,-8.794040712660333,131.9249041656688,108.22320770894538,244.0518932179668
2,15.32481185,7.480111051610265,878.2578916176963,2794.593866172522,90.76722911719902,432.3898719254585,1083.4430351267308,78.95581082727507,-9.232770882800958,132.74163238494785,104.42868924655218,244.45564466921243
1.948717949,14.41437658,7.8618569426930085,870.6718998488269,1553.8082517169703,90.84055553305126,422.4761691135501,1076.0557814861456,78.84640567383057,-9.159444466948727,134.3147613942647,71.39385405723996,246.7209895931991
2.256410256,15.533426,5.088468640175355,847.4500090320859,7971.637302883828,94.5353129232804,444.93119078373695,1063.103984720665,80.02693417498837,-5.861847138896119,109.90105934318696,619.9999827809052,218.05791628860533
2.461538462,16.14562553,6.002288663553429,867.5597253367326,16198.11566252816,93.645508766498,433.4971286733167,1083.426581372217,79.94513270677363,-6.637603558751867,119.6814649766887,425.63035814836667,229.35249907814733
1.974358974,16.48278293,7.476811952376291,892.8673789023566,3480.93523613998,89.53943010708528,420.889353558884,1096.583454891366,78.09423800137002,-10.4074509372784,134.37279164894585,121.66146242154508,245.62586932734865
2,15.30961879,8.358832520475008,891.3539895379573,646.6016274784182,90.51596234360252,407.6225086668561,1098.912976030772,78.36044240869704,-9.484037656397485,139.6109046987835,52.79513592904553,251.21921728007277
2.051282051,17.20919966,8.847194736670371,940.3979025900692,5752.784504353419,89.04381366379502,449.6798862152631,1142.4039810557808,77.3349337697907,-10.947040205531817,147.93125543937705,80.2207946647221,254.25734253403823
2.128205128,15.47015656,8.512669872034795,934.330649181808,170.8945191343438,91.05973049467664,287.56277610592065,1153.4018331249706,78.07010304497894,-8.940269505323366,143.1330291815548,203.6310501916167,250.04274486285107
1.974358974,15.24372508,8.446015675593713,935.387247456089,20.739048294669075,90.01979891576914,344.3152055601895,1144.4863546843717,78,-9.980201084230869,145.8220350569516,143.87909460707718,251.9011180705912
2.051282051,16.91644061,8.40937151752108,932.6772923097184,254.42766210675308,90.68502353607632,325.28125042310944,1147.35097214938,78.00643651817434,-9.26146642824306,143.74342183836214,176.74027192438086,250.530776220362
2.025641026,15.88112258,8.119245694346077,923.8474880877404,384.5978816336525,89.95962751752451,342.9460619953647,1134.2785502024158,77.95561729359828,-9.658625345838823,142.5793019851596,180.41358415042316,250.04974958969575
1.641025641,13.7535945,8.660419770787389,927.1789184761252,3.1295028749649063,90,357.72168237047174,1135.198798306806,78,-10,144.03975966136116,157.68192270911055,251.01987983068057
1.666666667,16.15109379,9.43403719762534,940.89691967571,53.93192031514643,90.96717328751969,357.2491783244696,1150.6437763575946,77.98021253078153,-9.032826712480308,152.9621598245665,119.66200857007117,256.00697216385646
2.128205128,18.42701629,9.49466979525951,964.9368975531308,7020.94296217434,92.12008836021582,407.0831771333796,1179.080707801463,79.08682074132875,-7.853488917949768,153.16827647120553,91.21546387105842,256.64939614065685
2.256410256,17.42519447,9.841121368289121,980.8810261893516,1908.482396258177,91.85756637614976,490.2729644999873,1192.0929857970284,79.22592838513643,-8.14243362385022,155.41985993860828,47.25589375516247,258.1483023924828
2.025641026,14.47859379,8.752480926140256,939.9914566308288,19.565819318540736,91,267.3808886337811,1156.9943044205525,78,-9,145.9918400227615,185.7874037527642,251.0024643977909
